products
Name,Name2,Price,Deposit,VolymInml,PricePerLiter,SalesStart,Discontinued,ProductGroup,Type,Style,Packaging,SealType,Origin,OriginCountryName,Producer,Supplier,Vintage,AlcoholContent,AssortmentCode,AssortmentText,Organic,Ethical,Kosher,RawMaterialsDescription
Azuca,Chipotle och Tequilalikör,199.00,,500.00,398.00,11/2/15,0,Liqueur,Other liqueur,,Bottle,Cork Stopper,,Sweden,Galatea Spirits AB,Galatea AB,,33.00%,BS,Order goods,0,0,0,
Grythyttan Björk,,126.00,,750.00,168.00,11/2/15,0,Aperitif and dessert,Flavored wines & fruit wines,Other Flavored Wines And Fruit Wines,Bottle,,Örebro County,Sweden,Grythyttan Vin AB,Grythyttan Vin,2012,14.00%,TSLS,Local & Small-scale,0,0,0,Birch sap.
Rekorderlig,Jordgubb Lime,12.90,1.00,330.00,39.09,12/1/15,0,Cider,Sweet,,Can,,Kalmar County,Sweden,Åbro Bryggeri,Åbro Bryggeri,,4.50%,FS,Fixed assortment,0,0,0,"Carbonated water, pear and apple wine, sugar and flavorings."
Kozel,Dark,16.80,,500.00,33.60,11/2/15,0,Beer,Dark lager,Dim,Bottle,,,Czech Republic,Pilsner Urquell,Asahi Brands Europe a.s. Tjeckien Filial,,3.80%,BS,Order goods,0,0,0,Barley malt.
Langhe,Arneis Cordero di Montezemolo,226.00,,750.00,301.33,11/2/15,0,White wine,,,Bottle,,Piedmont,Italy,Cordero di Montezemolo,Carovin AB,2017,13.50%,BS,Order goods,0,0,0,
Langhe,Nebbiolo Cordero di Montezemolo,259.00,,750.00,345.33,11/2/15,0,Red wine,,,Bottle,,Piedmont,Italy,Cordero di Montezemolo,Carovin AB,2015,14.00%,BS,Order goods,0,0,0,
Barolo Monfalletto,Cordero di Montezemolo,479.00,,750.00,638.67,11/2/15,0,Red wine,,,Bottle,,Piedmont,Italy,Cordero di Montezemolo,Carovin AB,2012,15.00%,BS,Order goods,0,0,0,
Barolo,Cordero di Montezemolo,719.00,,750.00,958.67,11/2/15,0,Red wine,,,Bottle,,Piedmont,Italy,Cordero di Montezemolo,Carovin AB,2012,14.50%,BS,Order goods,0,0,0,
Vigna del Convento,,175.00,,750.00,233.33,11/2/15,0,Red wine,,,Bottle,Natural Cork,Abruzzo,Italy,Valle Reale,The WineAgency Sweden AB,2011,13.00%,BS,Order goods,1,0,0,
Järvsö,Brännvins Glögg,165.00,,500.00,330.00,11/2/15,0,Glögg and Glühwein,,,Bottle,,Gävleborg County,Sweden,Tevsjö Destilleri Järvsö AB,Tevsjö Destilleri i Järvsö AB,,16.40%,BS,Order goods,0,0,0,
Wemyss Malts,Kiln Embers,598.00,,700.00,854.29,11/2/15,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Wemyss Malts,Clydesdale AB,,46.00%,BS,Order goods,0,0,0,
Gewurztraminer,Furstentum Vieilles Vignes Grand Cru,334.00,,750.00,445.33,3/1/96,0,White wine,,,Bottle,,Alsace,France,Domaine Paul Blanck,Carovin AB,2012,13.00%,BS,Order goods,0,0,0,
Casa del Inca,Pedro Ximénez,319.00,,750.00,425.33,11/6/15,0,Aperitif and dessert,Sherry & Montilla,Montilla,Bottle,Natural Cork,Andalusia,Spain,Equipo Navazos,Vinovativa AB,2013,15.00%,TSE,Temporary assortment,0,0,0,Pedro Ximenez.
Wiseguy,Shiraz,159.00,,750.00,212.00,3/1/16,0,Red wine,,,Bottle,,Western Australia,Australia,Brygon Reserve Wines,Granqvist Beverage House AB,2012,15.00%,BS,Order goods,0,0,0,
Almarada,Malbec,139.00,,750.00,185.33,3/1/16,0,Red wine,,,Bottle,,Cuyo,Argentina,Bodega Sumun,Granqvist Beverage House AB,2012,14.00%,BS,Order goods,0,0,0,
Almarada,Chardonnay,139.00,,750.00,185.33,3/1/16,0,White wine,,,Bottle,,Cuyo,Argentina,Bodega Sumun,Granqvist Beverage House AB,2012,13.00%,BS,Order goods,0,0,0,
Prima Edition Aquavit,Jacob Felländer,399.00,,500.00,798.00,12/1/15,0,Aquavit and Spiced brännvin,Akvavit,,Bottle,,,Sweden,Altia Sweden AB,Altia Sweden AB,,38.00%,BS,Order goods,1,0,0,
Château de Campuget,La Sommelière Syrah,159.00,,750.00,212.00,11/2/15,0,Red wine,,,Bottle,,Rhone Valley,France,Château de Campuget,Vinunic AB,2014,13.50%,BS,Order goods,0,0,0,
Muros de Melgaço,Alvarinho,199.00,,750.00,265.33,11/2/15,0,White wine,,,Bottle,Natural Cork,Vinho Verde,Portugal,Anselmo Mendes,Stellan Kramer AB,2017,13.00%,BS,Order goods,0,0,0,
Minervois,Los Gals Rouge,278.00,,750.00,370.67,11/2/15,0,Red wine,,,Bottle,,Languedoc-Roussillon,France,Domaine Vordy Mayrannes,ClosProbus KB,2012,14.00%,BS,Order goods,0,0,0,
Collita Roja,Pardas,219.00,,750.00,292.00,8/3/18,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,Catalonia,Spain,Celler Pardas,Picky Drinks AB,2014,12.50%,TSE,Temporary assortment,1,0,0,Sumoll.
Dugges,Black Currant,30.00,,330.00,90.91,12/1/15,0,Beer,Sour beer,Other Sour Beer,Bottle,,,Sweden,Dugges Bryggeri AB,Dugges Bryggeri AB,,4.50%,FS,Fixed assortment,1,0,0,"Barley malt, sugar, lactobacillus and black currant."
Nils Oscar Alkoholfri,,15.90,,330.00,48.18,12/1/15,0,Alcohol-free,Beer,Alcohol American Pale Ale (APA),Bottle,,,Sweden,Nils Oscar AB,Nils Oscar AB,,0.40%,FSÖ,Fixed assortment,0,0,0,Barley malt and hops varieties Cascade and Amarillo.
Delas Saint Esprit,Côtes du Rhône,229.00,,1500.00,152.67,11/2/15,0,Red wine,,,Magnum,Natural Cork,Rhone Valley,France,Delas,Ward Wines AB,2017,13.00%,BS,Order goods,0,0,0,
Amicone,,299.00,,3000.00,99.67,11/2/15,0,Red wine,Fruity & Tasteful,,Box,Wing Pin,Venetia,Italy,Cantine di Ora,Chris-Wine AB,2016,14.50%,FS,Fixed assortment,0,0,0,"Corvina, Rondinella and Molinara."
Amarone della Valpolicella,Mezzo Monte,279.00,,750.00,372.00,11/2/15,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,Venetia,Italy,Antiche Terre Venete,WineWorld AB,2013,15.00%,BS,Order goods,1,0,0,
Lioco Estero,Chardonnay,349.00,,750.00,465.33,10/19/18,0,White wine,Full-bodied & Tasty,,Bottle,Natural Cork,California,USA,Lioco,Handpicked Wines Sweden AB,2015,13.50%,TSE,Temporary assortment,0,0,0,Chardonnay.
LIOCO Pinot Noir,Saveria Vineyard Santa Cruz Mountains,495.00,,750.00,660.00,10/19/18,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,California,USA,Lioco,Handpicked Wines Sweden AB,2016,12.50%,TSE,Temporary assortment,0,0,0,Pinot noir.
Guinness,West Indies Porter,25.90,,500.00,51.80,11/2/15,0,Beer,Porter and Stout,,Bottle,,,Ireland,Guinness,Carlsberg Sverige AB,,6.00%,BS,Order goods,0,0,0,
Dolina,Rosé,96.00,,750.00,128.00,11/2/15,0,Rose wine,,,Bottle,,,Serbia,Bacina Vino,Vingården Bacina AB,2017,13.50%,BS,Order goods,0,0,0,
The Foundation Stone,,145.00,,750.00,193.33,3/1/16,0,White wine,,,Bottle,Screw Cap,Western Cape,South Africa,Rickety Bridge Private Cellar,Samplex AB,2016,13.00%,BS,Order goods,0,0,0,"58% Chenin Blanc, 22% Grenache blanc, Roussanne 10%, 5% and 5% nouvelle viognier."
Stoneleigh,Brut Cuvée,109.00,,750.00,145.33,3/1/16,0,Mousserande vin,Dry white,,Bottle,Natural Cork,,New Zealand,Stoneleigh Vineyards,Pernod Ricard Sweden AB,,12.50%,BS,Order goods,0,0,0,Chardonnay and Pinot Noir.
Benedikt Baltes,Bischofsberg VDP Erste Lage,399.00,,750.00,532.00,9/21/18,0,Red wine,Spicy & Musty,,Bottle,,Franconia,Germany,Benedikt Baltes,Handpicked Wines Sweden AB,2015,13.00%,TSE,Temporary assortment,0,0,0,Spätburgunder (Pinot Noir).
Zlatan Plavac,Hvar,229.00,,750.00,305.33,7/6/18,0,Red wine,,,Bottle,,Primorska,Croatia,Zlatan Otok,Triggollo Wine & Spirits AB,2013,14.00%,BS,Order goods,0,0,0,
De Pietri,Lambrusco di Sorbara,79.00,,750.00,105.33,6/1/18,0,Red wine,Soft & Berry,,Bottle,Champagne Cork-Natural,Emilia Romagna,Italy,AZ AGR DE PIETRI MATTEO,LarCap AB,2017,9.50%,FS,Fixed assortment,0,0,0,Lambrusco di Sorbara.
Belsito,Frappato,139.00,,750.00,185.33,6/1/18,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,Sicily,Italy,Terre di Giurfo Srl,Quaffable Wines Sweden AB,2016,13.50%,BS,Order goods,0,0,0,Frappato.
Canaletto,Sauvignon Blanc,89.00,,750.00,118.67,6/1/18,0,White wine,Fresh & Fruity,,Bottle,Screw Cap,Friuli-Venezia-Giulia,Italy,Casa Girelli,Giertz Vinimport AB,2018,12.50%,FS,Fixed assortment,0,0,0,Sauvignon blanc.
Frankland Estate,Chardonnay,59.00,,750.00,78.67,6/1/18,0,White wine,,,Bottle,Screw Cap,Western Australia,Australia,Frankland Estate,Giertz Vinimport AB,2017,13.00%,BS,Order goods,0,0,0,
Ti Amo,Zinfandel di Puglia Organic,109.00,,750.00,145.33,1/29/18,0,Red wine,,,Bottle,Natural Cork,Apulia,Italy,Cinque Segni,Brandpartners AB,2017,13.50%,BS,Order goods,1,0,0,
Dogliani Superiore,Fabrizio Fabiani Of Azienda Conzia,159.00,,750.00,212.00,6/1/18,0,Red wine,Fruity & Tasteful,,Bottle,,Piedmont,Italy,Fabrizio Fabiani Of Azienda Conzia,Concealed Wines AB,2016,13.50%,BS,Order goods,0,0,0,Dolcetto.
Cortes de Cima,Tinto,199.00,,750.00,265.33,11/2/15,0,Red wine,,,Bottle,Natural Cork,Alentejo,Portugal,Cortes de Cima,Amka Vinimport AB,2014,14.00%,BS,Order goods,0,0,0,
Cortes de Cima,Incógnito Tinto,650.00,,750.00,866.67,11/2/15,0,Red wine,,,Bottle,Natural Cork,Alentejo,Portugal,Cortes de Cima,Amka Vinimport AB,2012,14.00%,BS,Order goods,0,0,0,
Doyard Mahé,Empreinte Brut,447.00,,750.00,596.00,11/2/15,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Champagne,France,Doyard-Mahé,Amka Vinimport AB,,12.00%,BS,Order goods,0,0,0,
Doyard Mahé,Cuvée Désir Blanc de Blancs Extra Brut,497.00,,750.00,662.67,11/2/15,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Champagne,France,Doyard-Mahé,Amka Vinimport AB,,12.00%,BS,Order goods,0,0,0,
Zola,Chenin Blanc Chardonnay Sauvignon Blanc,199.00,,3000.00,66.33,3/1/16,0,White wine,Fresh & Fruity,,Box,Tap Screw,Western Cape,South Africa,Du Toitskloof Cellar,Iconic Wines,2019,13.00%,FS,Fixed assortment,0,1,0,"50% Chenin Blanc, 35% Chardonnay and Sauvignon Blanc 15%."
Duval Leroy,Brut Réserve,399.00,,750.00,532.00,11/2/15,0,Mousserande vin,Dry white,,Bottle,,Champagne,France,Duval-Leroy,Moestue Grape Selections AB,,12.00%,BS,Order goods,0,0,0,
Frassinelli,Conegliano Valdobbiadene Prosecco Superiore Extra Dry,157.00,,750.00,209.33,11/2/15,0,Mousserande vin,Dry white,,Bottle,Natural Cork,Venetia,Italy,Azienda Agricola Frassinelli,Enrico Sverige AB,,11.00%,BS,Order goods,0,0,0,
To Øl,Garden Of Eden,29.90,,330.00,90.61,11/2/15,0,Beer,Ale British-American style,India Pale Ale (IPA),Bottle,,,International Brand,To Øl,Brill & Co AB,,6.40%,BS,Order goods,0,0,0,
Castelvecchio,Cabernet Franc,231.00,,750.00,308.00,3/1/96,0,Red wine,,,Bottle,,Friuli-Venezia-Giulia,Italy,Castelvecchio,Carovin AB,2013,13.00%,BS,Order goods,0,0,0,
Lapland Jojk,,3420.00,,5200.00,657.69,11/2/15,0,Aquavit and Spiced brännvin,Spiced spirits,,104 Bottles à 50 ml,,,Sweden,Svensk Vodka i Motala AB,Lapland Water AB,,32.00%,BS,Order goods,0,0,0,
Zlatan Plavac,Grand Cru,431.00,,750.00,574.67,11/2/15,0,Red wine,,,Bottle,,Primorska,Croatia,Zlatan Otok,Triggollo Wine & Spirits AB,2010,15.00%,BS,Order goods,0,0,0,
Planeta,Etna Rosso,199.00,,750.00,265.33,11/2/15,0,Red wine,,,Bottle,,Sicily,Italy,Planeta,Philipson Söderberg AB,2018,13.00%,BS,Order goods,0,0,0,
Planeta,Etna Bianco,199.00,,750.00,265.33,11/2/15,0,White wine,,,Bottle,,Sicily,Italy,Planeta,Philipson Söderberg AB,2017,13.00%,BS,Order goods,0,0,0,
Dow's,Vintage Port,849.00,,750.00,1132.00,12/4/15,0,Aperitif and dessert,Port,Vintage,Bottle,Natural Cork,Douro,Portugal,Symington Family Estates,Domaine Wines Sweden AB,2000,20.00%,TSE,Temporary assortment,0,0,0,
Vikbo Cider,Strawberry Blueberry,11.90,1.00,330.00,36.06,3/1/16,0,Cider,Sweet,,Can,,,Sweden,Brewery International,Brewery International Sweden AB,,4.50%,BS,Order goods,0,0,0,
Vikbo Cider,Röd Rabarber,12.90,,330.00,39.09,3/1/16,0,Cider,Sweet,,Bottle,,,Sweden,Brewery International,Brewery International Sweden AB,,4.50%,BS,Order goods,0,0,0,
Lapostolle,Pisco,339.00,,700.00,484.29,3/1/16,0,Armagnac and Brandy,Brandy,,Bottle,,,Chile,Lapostolle,Carovin AB,2015,40.00%,BS,Order goods,0,0,0,Muscat.
Admiral Collingwood,Navy strength handcrafted gin,449.00,,500.00,898.00,3/1/16,0,Gin and Genever,Gin,,Bottle,Cork Stopper,England,UK,Silent Pool Distillers,Galatea AB,,57.00%,BS,Order goods,0,0,0,
Château Haut Condissas Collection Or,,1499.00,,750.00,1998.67,12/3/15,0,Red wine,,,Bottle,Natural Cork,Bordeaux,France,Domaine Rollan de By,Viña Española AB,2009,14.50%,TSE,Temporary assortment,0,0,0,
Pasqua Famiglia Passione Sentimento Rosso,Romeo & Juliet,99.00,,750.00,132.00,11/2/15,0,Red wine,,,Bottle,,Venetia,Italy,Pasqua,Bibendum,2015,14.00%,BS,Order goods,0,0,0,
Pasqua Famiglia Prosecco Brut,Romeo & Juliet,99.00,,750.00,132.00,11/2/15,0,Mousserande vin,Dry white,,Bottle,,Venetia,Italy,Pasqua,Bibendum,,11.00%,BS,Order goods,0,0,0,
Pasqua Famiglia Passione Sentimento Bianco,Romeo & Juliet,99.00,,750.00,132.00,11/2/15,0,White wine,,,Bottle,,Venetia,Italy,Pasqua,Bibendum,2018,13.00%,BS,Order goods,0,0,0,
Pasqua Prosecco,Extra Dry,39.00,,187.00,208.56,11/2/15,0,Mousserande vin,Dry white,,Bottle,,Venetia,Italy,Pasqua,Bibendum,,11.00%,BS,Order goods,0,0,0,
Brasilberg,,724.00,,1000.00,724.00,11/2/15,0,Bitter,,,Bottle,,,Germany,Underberg,Altia Sweden AB,,42.00%,BS,Order goods,0,0,0,
Dalwhinnie,Winters Gold,479.00,,700.00,684.29,11/2/15,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Dalwhinnie,Diageo Sweden AB,,43.00%,BS,Order goods,0,0,0,
Cava Vega,Medien Organic Brut,129.00,,750.00,172.00,11/2/15,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Cava,Spain,Segura Viudas,Enjoy Wine & Spirits AB,,11.50%,BS,Order goods,1,0,0,
Aurore,Chenin blanc,179.00,,750.00,238.67,11/2/15,0,White wine,,,Bottle,,Loire Valley,France,Domaine des Grandes Esperances,Philipson Söderberg AB,2016,13.00%,BS,Order goods,0,0,0,
Francois Montand,,109.00,,750.00,145.33,11/2/15,0,Mousserande vin,Dry white,,Bottle,,,France,Francois Montand,Provinum Vinhandel AB,,11.50%,BS,Order goods,0,0,0,Chardonnay.
Fontaine du Clos,Côtes-du-Rhône,119.00,,750.00,158.67,11/2/15,0,Red wine,,,Bottle,,Rhone Valley,France,Domaine Fontaine Du Clos,Provinum Vinhandel AB,2017,14.00%,BS,Order goods,0,0,0,
The Glenlivet Nàdurra,Oloroso,499.00,,700.00,712.86,11/2/15,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,The Glenlivet Distillery,Pernod Ricard Sweden AB,,60.20%,BS,Order goods,0,0,0,
Pouilly Fumé,Domaine de Terre Blanches,229.00,,750.00,305.33,11/2/15,0,White wine,,,Bottle,,Loire Valley,France,Domaine de Terre Blanches,Philipson Söderberg AB,2018,13.00%,BS,Order goods,0,0,0,
Sancerre,Domaine de Terre Blanches,229.00,,750.00,305.33,11/2/15,0,White wine,,,Bottle,,Loire Valley,France,Domaine de Terre Blanches,Philipson Söderberg AB,2017,13.00%,BS,Order goods,0,0,0,
Côtes du Rhône,Les Silénes,139.00,,750.00,185.33,11/2/15,0,White wine,,,Bottle,Natural Cork,Rhone Valley,France,Le Plan des Moines,Amka Vinimport AB,2017,13.00%,BS,Order goods,0,0,0,
Palmer,Blanc de Noirs,349.00,,750.00,465.33,11/2/15,0,Mousserande vin,Dry white,,Bottle,,Champagne,France,Palmer & Co,Oenoforos AB,,12.00%,BS,Order goods,0,0,0,Pinot noir and pinot meunier.
Côtes du Rhône,La Borde,139.00,,750.00,185.33,11/2/15,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Le Plan des Moines,Amka Vinimport AB,2017,14.00%,BS,Order goods,0,0,0,
Supernova,Malbec,179.00,,750.00,238.67,11/2/15,0,Red wine,,,Bottle,,Loire Valley,France,Domaine des Grandes Esperances,Philipson Söderberg AB,2014,12.50%,BS,Order goods,0,0,0,
Côtes-du-Rhône-Villages,Le Pré des Suves,159.00,,750.00,212.00,11/2/15,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Le Plan des Moines,Amka Vinimport AB,2016,14.00%,BS,Order goods,0,0,0,
La Cape,Le Plan des Moines,205.00,,750.00,273.33,11/2/15,0,Red wine,,,Bottle,,Rhone Valley,France,Le Plan des Moines,Amka Vinimport AB,2013,14.50%,BS,Order goods,0,0,0,
Les Vendangeuses,Le Plan des Moines,251.00,,750.00,334.67,11/2/15,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Le Plan des Moines,Amka Vinimport AB,2017,14.50%,BS,Order goods,0,0,0,
Châteauneuf-du-Pape,Les Charretons,424.00,,750.00,565.33,11/2/15,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Le Plan des Moines,Amka Vinimport AB,2016,14.50%,BS,Order goods,0,0,0,
Cremant de Bourgogne,Baron Aimé,135.00,,750.00,180.00,11/2/15,0,Mousserande vin,Dry white,,Bottle,,Burgundy,France,Francois Martenot,Philipson Söderberg AB,,12.00%,BS,Order goods,0,0,0,
Bourgogne-Hautes-Côtes de Nuits,Reine Pédauque,166.00,,750.00,221.33,11/2/15,0,Red wine,,,Bottle,,Burgundy,France,Reine Pédauque,Philipson Söderberg AB,2016,13.00%,BS,Order goods,0,0,0,
Svedka,Vodka,195.00,,700.00,278.57,11/2/15,0,Vodka and Brännvin,Vodka,,Bottle,,,Sweden,L.O. Smith AB,Vinestor Sweden AB,,40.00%,BS,Order goods,0,0,0,
Côte de Nuits-Villages,Reine Pédauque,209.00,,750.00,278.67,11/2/15,0,Red wine,,,Bottle,,Burgundy,France,Reine Pédauque,Philipson Söderberg AB,2014,13.00%,BS,Order goods,0,0,0,
Langhe,Nebbiolo,259.00,,750.00,345.33,11/2/15,0,Red wine,,,Bottle,Screw Cap,Piedmont,Italy,Rivetto dal 1902,Jakobsson och Söderström AB,2014,14.00%,BS,Order goods,0,0,0,
Barbera d'Alba,Zio Nando,339.00,,750.00,452.00,11/2/15,0,Red wine,,,Bottle,Natural Cork,Piedmont,Italy,Rivetto dal 1902,Jakobsson och Söderström AB,2013,14.50%,BS,Order goods,0,0,0,
Sander,Weissburgunder Trocken,119.00,,750.00,158.67,11/2/15,0,White wine,,,Bottle,,Rheinhessen,Germany,Weingut Sander,Carovin AB,2015,12.50%,BS,Order goods,1,0,0,
Barolo,Leon Riserva,859.00,,750.00,1145.33,11/2/15,0,Red wine,,,Bottle,Natural Cork,Piedmont,Italy,Rivetto dal 1902,Jakobsson och Söderström AB,2011,14.50%,BS,Order goods,0,0,0,
Langhe,Nascetta Borea,339.00,,750.00,452.00,11/2/15,0,White wine,,,Bottle,Screw Cap,Piedmont,Italy,Rivetto dal 1902,Jakobsson och Söderström AB,2014,13.00%,BS,Order goods,0,0,0,
Gaia,Red Blend,139.00,,750.00,185.33,11/2/15,0,Red wine,,,Bottle,,Cuyo,Argentina,Domaine Bousquet,Vinia Sweden AB,2013,14.50%,BS,Order goods,1,0,0,
Savigny-Les-Beaunes Premier Cru Les Serpentières,Reine Pédauque,299.00,,750.00,398.67,11/2/15,0,Red wine,,,Bottle,,Burgundy,France,Reine Pédauque,Philipson Söderberg AB,2014,13.00%,BS,Order goods,0,0,0,
Domaene Gobelsburg,Zweigelt,139.00,,750.00,185.33,11/2/15,0,Red wine,,,Bottle,,Niederösterreich,Austria,Schloss Gobelsburg,Prime Wine Sweden AB,2018,12.50%,BS,Order goods,0,0,0,
Egly-Ouriet,Grand Cru Brut Rosé,1029.00,,750.00,1372.00,11/2/15,0,Mousserande vin,Rosé,,Bottle,Champagne Cork-Natural,Champagne,France,Egly-Ouriet,The WineAgency Sweden AB,,12.50%,BS,Order goods,0,0,0,
Barbaresco San Stunet,Piero Busso,489.00,,750.00,652.00,11/2/15,0,Red wine,,,Bottle,Natural Cork,Piedmont,Italy,Piero Busso,Tryffelsvinet AB,2015,14.50%,BS,Order goods,0,0,0,
Egly-Ouriet,Brut Tradition Grand Cru,649.00,,750.00,865.33,11/2/15,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Champagne,France,Egly-Ouriet,The WineAgency Sweden AB,,12.50%,BS,Order goods,0,0,0,
Pichler-Krutzler,Grüner Veltliner Ried Klostersatz,199.00,,750.00,265.33,11/2/15,0,White wine,,,Bottle,Screw Cap,Niederösterreich,Austria,Weingut Pichler-Krutzler,The WineAgency Sweden AB,2017,12.50%,BS,Order goods,0,0,0,
Pichler-Krutzler,Riesling Loiben,199.00,,750.00,265.33,11/2/15,0,White wine,,,Bottle,Screw Cap,Niederösterreich,Austria,Weingut Pichler-Krutzler,The WineAgency Sweden AB,2018,12.00%,BS,Order goods,0,0,0,
Chablis,Premier Cru Fourchaume l'Eglantière Jean Durup & Fils,309.00,,750.00,412.00,11/2/15,0,White wine,,,Bottle,,Burgundy,France,Jean Durup,Hermansson & Co AB,2017,12.50%,BS,Order goods,0,0,0,
Chablis,l'Eglantière Jean Durup & Fils,229.00,,750.00,305.33,11/2/15,0,White wine,,,Bottle,,Burgundy,France,Jean Durup,Hermansson & Co AB,2014,12.50%,BS,Order goods,0,0,0,
Gancia,Prosecco Brut,34.00,,200.00,170.00,11/2/15,0,Mousserande vin,Dry white,,Bottle,,Venetia,Italy,F.LLI GANCIA & C SpA,Hermansson & Co AB,,11.50%,BS,Order goods,0,0,0,
Liefmans,Goudenband,31.90,,330.00,96.67,11/2/15,0,Beer,Sour beer,Flemish Red And Brown Beers,Bottle,Crown Cap,,Belgium,Liefmans Brouwerij,Galatea AB,,8.00%,BS,Order goods,0,0,0,
Liefmans,Kriek Brut,29.90,,330.00,90.61,11/2/15,0,Beer,Sour beer,Flemish Red And Brown Beers,Bottle,Crown Cap,,Belgium,Liefmans Brouwerij,Galatea AB,,6.00%,BS,Order goods,0,0,0,
Ballast Point,Grapefruit Sculpin India Pale Ale,32.90,,355.00,92.68,11/2/15,0,Beer,Ale British-American style,India Pale Ale (IPA),Bottle,,California,USA,Ballast Point Brewing,Cask Sweden AB,,7.00%,BS,Order goods,0,0,0,Barley malt and hops.
L´Orangeraie,Syrah Merlot Reserve,120.00,,750.00,160.00,11/2/15,0,Red wine,,,Bottle,,Languedoc-Roussillon,France,Vignobles Lorgeril,AB Wicked Wine Sweden,2014,13.50%,BS,Order goods,0,0,0,
L´Orangeraie,Chardonnay,116.00,,750.00,154.67,11/2/15,0,White wine,,,Bottle,,Languedoc-Roussillon,France,Vignobles Lorgeril,AB Wicked Wine Sweden,2014,13.00%,BS,Order goods,0,0,0,
Verdling,Dulce Verdejo,268.00,,750.00,357.33,11/2/15,0,White wine,Sweet,,Bottle,,Castile-Leon,Spain,Ossian Vides y Vinos S.L.,Ametller Scandinavia - spanska produkter AB,2012,7.00%,BS,Order goods,0,0,0,
Lapland Nubben,,3596.00,,5200.00,691.54,11/2/15,0,Aquavit and Spiced brännvin,Spiced spirits,,104 Bottles à 50 ml,,,Sweden,Svensk Vodka i Motala AB,Lapland Water AB,,37.50%,BS,Order goods,0,0,0,
Verdling,Trocken Verdejo,340.00,,750.00,453.33,11/2/15,0,White wine,,,Bottle,,Castile-Leon,Spain,Ossian Vides y Vinos S.L.,Ametller Scandinavia - spanska produkter AB,2013,13.00%,BS,Order goods,0,0,0,
Quintaluna,Verdejo,190.00,,750.00,253.33,11/2/15,0,White wine,,,Bottle,,Castile-Leon,Spain,Ossian Vides y Vinos S.L.,Ametller Scandinavia - spanska produkter AB,2017,14.50%,BS,Order goods,0,0,0,
Chateau De La Ragotière,Les Schistes,109.00,,750.00,145.33,11/2/15,0,White wine,,,Bottle,Screw Cap,Loire Valley,France,Les Frères Couillaud,Terrific Wines AB,2018,12.00%,BS,Order goods,0,0,0,
Lapland Vodka,,3617.00,,5200.00,695.58,11/2/15,0,Vodka and Brännvin,Vodka,,104 Bottles à 50 ml,,,Sweden,Svensk Vodka i Motala AB,Lapland Water AB,,38.00%,BS,Order goods,0,0,0,
Barolo La Tartufaia,Giulia Negri,747.00,,1500.00,498.00,11/2/15,0,Red wine,,,Magnum,,Piedmont,Italy,Giulia Negri,Terrific Wines AB,2015,14.50%,BS,Order goods,0,0,0,
Barolo Serradenari,Giulia Negri,425.00,,750.00,566.67,11/2/15,0,Red wine,,,Bottle,Natural Cork,Piedmont,Italy,Giulia Negri,Terrific Wines AB,2012,14.50%,BS,Order goods,0,0,0,
Motzenbäcker,Rurale Chardonnay,299.00,,750.00,398.67,11/2/15,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,,Germany,Menger-Krug,Terrific Wines AB,2012,11.50%,BS,Order goods,0,0,0,
Ponzi,Tavola Pinot Noir,269.00,,750.00,358.67,11/2/15,0,Red wine,,,Bottle,Screw Cap,Oregon,USA,Ponzi Vineyards,Terrific Wines AB,2013,13.00%,BS,Order goods,0,0,0,
Ponzi,Pinot Gris,199.00,,750.00,265.33,11/2/15,0,White wine,,,Bottle,Screw Cap,Oregon,USA,Ponzi Vineyards,Terrific Wines AB,2016,13.00%,BS,Order goods,0,0,0,
Vega Shoreline APA,,26.90,,330.00,81.52,12/1/15,0,Beer,Ale British-American style,American Pale Ale (APA),Bottle,,Västra Götalands County,Sweden,Vega Bryggeri,Vega Bryggeri AB,,5.60%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Amasole,Langhe Nebbiolo,149.00,,750.00,198.67,11/2/15,0,Red wine,,,Bottle,,Piedmont,Italy,Pertinace SCA,Contemporary wines Sweden AB,2017,14.00%,BS,Order goods,0,0,0,
Vega,Gotenius Porter,27.90,,330.00,84.55,12/1/15,0,Beer,Porter and Stout,Dry Porter And Stout,Bottle,,Västra Götalands County,Sweden,Vega Bryggeri,Vega Bryggeri AB,,6.00%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
